"Name"|"Street"|"City"|"State"|"Email"|"Phone"|"Lat"|"Long"|"County"
"Silverdale"|"2819 NW Kitsap Pl, Suite 160"|"Silverdale"|"WA"|"washington@barackobama.com"|"(360) 626-4450"|47.6547709|-122.687274|"""Kitsap"""
"Olympia"|"423 4th Ave"|"Olympia"|"WA"|"washington@barackobama.com"|"(360) 956-0235"|47.045226|-122.8969093|"""Thurston"""
"Vancouver"|"3021 NE 72nd Ave, Suite 35"|"Vancouver"|"WA"|||45.6439899|-122.5990525|"""Clark"""
"Bellevue"|"13333 Bel-Red Rd, Suite 101"|"Bellevue"|"WA"|"Washington@barackobama.com"||47.621937|-122.162671|"""King"""
"Bellingham"|"1155 N State St, Unit 510"|"Bellingham"|"WA"|||48.747376|-122.479226|"""Whatcom"""
"Madison"|"302 East Wilson Street"|"Madison"|"WI"|"EastWilsonOFA2012@gmail.com"|"(608) 620-1893"|43.074922|-89.378387|"""Dane"""
"Milwaukee"|"2201 North Martin Luther King Drive"|"Milwaukee"|"WI"|"JHeflin@ofawi.com"|"(414) 810-2544"|43.0591143|-87.9141493|"""Milwaukee"""
"Milwaukee"|"231 East Wisconsin Avenue"|"Milwaukee"|"WI"||"(414) 840-6925"|43.0386451|-87.9085393|"""Milwaukee"""
"Milwaukee"|"8550 West Brown Deer Road"|"Milwaukee"|"WI"||"(414) 810-2544"|43.1779037|-88.0164675|"""Milwaukee"""
"Racine"|"606 6th Street"|"Racine"|"WI"|"CLuster@ofawi.com"|"(262) 631-9662"|42.7266059|-87.787563|"""Racine"""
"La Crosse"|"116 5th Avenue South"|"La Crosse"|"WI"|"LHundt@ofawi.com"|"(715) 456-7648"|43.811408|-91.250587|"""La Crosse"""
"Milwaukee"|"2403 North Maryland Ave, Suite A"|"Milwaukee"|"WI"||"(414) 379-2846"|43.061551|-87.883282|"""Milwaukee"""
"Kenosha"|"3020 Roosevelt Road"|"Kenosha"|"WI"|"SPage@ofawi.com"|"(608) 628-1345"|42.5717674|-87.8464523|"""Kenosha"""
"Eau Claire"|"405 South Barstow Road"|"Eau Claire"|"WI"|"CFonteno@ofawi.com"|"(715) 432-4421"|44.8099634|-91.4983258|"""Eau Claire"""
"Appleton"|"506  West College Avenue"|"Appleton"|"WI"|"RGriffin@ofawi.com"|"(920) 602-3438"|44.262111|-88.412418|"""Outagamie"""
"Madison"|"222 State Street, Third Floor"|"Madison"|"WI"|"uwmadisonofa2012@gmail.com"|"(608) 301-5726"|43.0749769|-89.389043|"""Dane"""
"Madison"|"2801 West Beltline Highway"|"Madison"|"WI"|"southmadisonofa2012@gmail.com"|"(608) 620-1894"|43.0436822|-89.3608143|"""Dane"""
"Madison"|"1001 Fourier Drive #201"|"Madison"|"WI"|"Westmadisonofa2012@gmail.com"|"(608) 515-8421"|43.080768|-89.523094|"""Dane"""
"Cedarburg"|"W62 N281 Washington Avenue"|"Cedarburg"|"WI"|"sAbraham@ofawi.com"|"(262) 203-4775"|43.2976285|-87.9881828|"""Ozaukee"""
"Green Bay"|"118 South Chestnut Avenue"|"Green Bay"|"WI"|"AMargentina@ofawi.com"|"(920) 530-5442"|44.51615|-88.023797|"""Brown"""
"Milwaukee"|"5160 West Forest Home Avenue"|"Milwaukee"|"WI"|"JHebl@ofawi.com"|"(414) 218-7032"|42.982411|-87.979649|"""Milwaukee"""
"Milwaukee"|"610 South 5th Street"|"Milwaukee"|"WI"|"itorres@ofawi.com"|"(414) 412-8527"|43.0250141|-87.9166962|"""Milwaukee"""
"Manitowoc"|"1207 Washington Street"|"Manitowoc"|"WI"|"ksponheim@ofawi.com"|"(608) 338-3986"|44.0887638|-87.6639964|"""Manitowoc"""
"Beloit"|"314 State Street"|"Beloit"|"WI"|"DGibson@ofawi.com"|"(608) 301-6701"|42.4991907|-89.0359434|"""Rock"""
"Fond Du Lac"|"21 North Portland Street"|"Fond Du Lac"|"WI"|"ARick@ofawi.com"|"(715) 551-5693"|43.7796314|-88.4456092|"""Fond du Lac"""
"Oshkosh"|"480 North Main Street"|"Oshkosh"|"WI"|"SMatthews@ofawi.com"|"(920) 562-6229"|44.0193985|-88.5375333|"""Winnebago"""
"Platteville"|"150 McGregor Plaza"|"Platteville"|"WI"|"PMiller@ofawi.com"|"(715) 699-9513"|42.73707|-90.477501|"""Grant"""
"Hudson"|"901 4th Street #125"|"Hudson"|"WI"|"ljensen@ofawi.com"|"(608) 286-0849"|44.9792134|-92.7540333|"""St. Croix"""
"Sheboygan"|"816 Erie Avenue"|"Sheboygan"|"WI"|"AStys@ofawi.com"|"(920) 445-3805"|43.756663|-87.71366|"""Sheboygan"""
"Janesville"|"111 West Milwaukee Street"|"Janesville"|"WI"|"MPuchaksky@ofawi.com"|"(608) 228-0673"|42.6819268|-89.025176|"""Rock"""
"Ashland"|"316 West Main Street"|"Ashland"|"WI"|"AOlson@ofawi.com"|"(715) 815-0095"|46.5899492|-90.8864967|"""Ashland"""
"Wausau"|"217 Scott Street"|"Wausau"|"WI"|"GCapossela@ofawi.com"|"(715) 699-9269"|44.9606667|-89.6285294|"""Marathon"""
"Stevens Point"|"2220 South Division Street"|"Stevens Point"|"WI"|"JRinehart@ofawi.com"|"(920) 750-2548"|44.515|-89.5751|"""Portage"""
"Portage"|"216 W Wisconsin"|"Portage"|"WI"|"Doug Haefele"|"(608) 338-3793"|43.538886|-89.460571|"""Columbia"""
"Viroqua"|"210 S Main Street"|"Viroqua"|"WI"|"Tyler Anderson"|"(715) 571-9963"|43.5561825|-90.8893527|"""Vernon"""
"Richland Center"|"900 N Main Street"|"Richland Center"|"WI"|"Will Buros"|"(608) 604-5241"|43.3428169|-90.3864916|"""Richland"""
"Dodgeville"|"414 S Iowa Street"|"Dodgeville"|"WI"|"Paydon Miller"|"(715) 699-9513"|42.9565|-90.13079|"""Iowa"""
"Northside Milwaukee"|"7984 W Appleton Ave"|"Northside Milwaukee"|"WI"|"Kyle Budha"|"(517)862-1107"|43.1001411|-88.0121539|"""Milwaukee"""
"River Falls"|"1025 South Main St, # 450"|"River Falls"|"WI"|"Laura Jensen"|"(608) 286-0849"|44.8473806|-92.6299474|"""Pierce"""
"Menomonie"|"334 21st Avenue W."|"Menomonie"|"WI"|"Molly Wyant"|"(715) 574-5010"|44.863604|-91.934076|"""Dunn"""
"Chippewa Falls"|"103 North Bridge St, # 310"|"Chippewa Falls"|"WI"|"Chelsea Fonteno"|"(715) 432-4421"|44.9357645|-91.3916272|"""Chippewa"""
"Sturgeon Bay"|"62 South 3rd Ave"|"Sturgeon Bay"|"WI"|"Allin Walker"|"(920) 493-2912"|44.833764|-87.375375|"""Door"""
"Elkhorn"|"10 S Washington Street"|"Elkhorn"|"WI"|"Ellen Holly"|"(262) 374-0614"|42.6715527|-88.5422764|"""Walworth"""
"Kenosha"|"5535 6th Ave"|"Kenosha"|"WI"|"Jeremy Cohen"|"(562)508-3153"|42.5852017|-87.818627|"""Kenosha"""
"Rice Lake"|"113 N Main Street"|"Rice Lake"|"WI"|"Adam Olson"|"(715) 790-8746"|45.502977|-91.7332559|"""Barron"""
"Rhinelander"|"29 W Davenport Street"|"Rhinelander"|"WI"|"Tyler Anderson"|"(715) 367-0374"|45.6378196|-89.4119879|"""Oneida"""
"Shawano"|"713 E Green Bay"|"Shawano"|"WI"|"Sherry Newquist"|"(715) 584-8040"|44.7821049|-88.6004136|"""Shawano"""
"Marshfield"|"225 S. Central Avenue"|"Marshfield"|"WI"|"Jessica Rinehart"|"(920) 750-2548"|44.6654463|-90.174662|"""Wood"""
"Beaver Dam"|"116 Monroe Street"|"Beaver Dam"|"WI"|"Samir Paul"|"(920) 664-6493"|43.4551348|-88.8196928|"""Dodge"""
"Columbus"|"315 E James Street"|"Columbus"|"WI"|"Ray Frey"|"(305) 395-1679"|43.336961|-89.012074|"""Columbia"""
"Superior"|"1810 Belknap Street"|"Superior"|"WI"|"MRaunio@ofawi.com"|"(715) 245-3982"|46.7206662|-92.104936|"""Douglas"""
"Milwaukee"|"4417 West North Ave"|"Milwaukee"|"WI"|"dmeloy@ofawi.com"|"(414) 534-4602"|43.0606277|-87.9694436|"""Milwaukee"""
"Sun Prairie"|"1632 West Main Street"|"Sun Prairie"|"WI"|"sfeld@ofawi.com"|"(608) 338-2268"|43.1783069|-89.241085|"""Dane"""
"Stoughton"|"220 West Main Street"|"Stoughton"|"WI"|"JMacken@ofawi.com"|"(608) 301-6697"|42.917011|-89.222074|"""Dane"""
"Cudahy"|"5656 S Packard Ave, Unit 10"|"Cudahy"|"WI"|"NRostollan@ofawi.com"|"(414) 418-1058"|42.9422217|-87.8577612|"""Milwaukee"""
"Ripon"|"227 Watson St"|"Ripon"|"WI"|"spaul@ofawi.com"|"(920) 664-6493"|43.844463|-88.838453|"""Fond du Lac"""
"Waukesha"|"741 Grand Street, Suites 100 and 102"|"Waukesha"|"WI"|"srikkers@ofawi.com"|"(608) 886-7229"|42.9954217|-88.2319889|"""Waukesha"""
"Brookfield"|"3165 North 124th Street"|"Brookfield"|"WI"||"(262) 607-2629"|43.076068|-88.067355|"""Waukesha"""
"Green County"|"1113 16th Ave."|"Green County"|"WI"|"Carol Mixdorf"|"920-419-5470"|42.600741|-89.640202|"""Green"""
"Marinette"|"1515 Marinette Avenue"|"Marinette"|"WI"|"Jacob Lindenbaum"|"(608) 286-0869"|45.090651|-87.6491829|"""Marinette"""
"Jefferson"|"320 Wisconsin Drive"|"Jefferson"|"WI"|"Erin Sievert"|"(608) 577-2269"|43.0034282|-88.8114832|"""Jefferson"""
"Amery"|"110 Keller Ave N"|"Amery"|"WI"|"MIke Raunio"|"(715) 245-3982"|45.311891|-92.3620675|"""Polk"""
"Baraboo"|"13119 State Road 33"|"Baraboo"|"WI"|"Anne Schwab"|"(608) 609-4046"|43.5478139|-90.154127|"""Sauk"""
"Burlington"|"101 S Pine Street"|"Burlington"|"WI"|"Cailin Kolk"|"(262) 527-3924"|42.676531|-88.274471|"""Racine"""
"Eagle River"|"602 Michigan Sreet"|"Eagle River"|"WI"|"Tyler Anderson"|"(715) 571-9963"|45.9225741|-89.2556454|"""Vilas"""
"Glendale"|"6807 N. Green Bay Road"|"Glendale"|"WI"|"Seamus Regan"|"(414) 429-1064"|43.1409569|-87.9334726|"""Milwaukee"""
"Monroe"|"1113 16th Avenue"|"Monroe"|"WI"|"Jimmy Macken"|"(608) 301-6697"|42.600741|-89.640202|"""Green"""
"Merrill"|"908 Cleveland Street"|"Merrill"|"WI"|"Matt Jarson"|"(608) 609-4698"|45.1878816|-89.6909877|"""Lincoln"""
"Minocqua"|"8683 Highway 51"|"Minocqua"|"WI"|"Tyler Anderson"|"(715) 571-9963"|45.8897632|-89.701949|"""Oneida"""
"Reedsburg"|"648 W. Main Street"|"Reedsburg"|"WI"|"Anne Schwab"|"(608) 609-4046"|43.532633|-90.024038|"""Sauk"""
"West Bend"|"132 N Main Street"|"West Bend"|"WI"|"Dawn Myers"|"(414) 581-6706"|43.4237598|-88.1826659|"""Washington"""
"Whitewater"|"177 Main Street"|"Whitewater"|"WI"|"Bryant Plank"|"(608) 301-6688"|42.8339686|-88.7285433|"""Walworth"""
"Madison"|"210 N. Bassett St. # 110"|"Madison"|"WI"|"Syd Terry"||43.0717766|-89.393143|"""Dane"""
"Morgantown"|"122 South High St. Suite B"|"Morgantown"|"WV"|||39.625056|-79.960567|"""Monongalia"""
"Laramie"|"211 Grand Ave."|"Laramie"|"WY"|"RVernonKubichek@barackobama.com"|"(307) 223-6649"|41.3110658|-105.5942674|"""Albany"""
